Title,User Rating,Letterboxd Rating,Rating Differential,Letterboxd Rating Count,Genres,Country of Origin,URL
A Beautiful Mind,4.0,3.82,0.18,338209,"['Drama', 'Romance']",USA,https://letterboxd.com//film/a-beautiful-mind/
Spy Kids,3.0,2.92,0.08,213110,"['Family', 'Adventure', 'Comedy', 'Action']",USA,https://letterboxd.com//film/spy-kids/
Donnie Darko,4.5,3.97,0.53,1068825,"['Fantasy', 'Mystery', 'Drama']",USA,https://letterboxd.com//film/donnie-darko/
Shrek,4.0,4.07,-0.07,1205948,"['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy']",USA,https://letterboxd.com//film/shrek/
Cast Away,3.5,3.86,-0.36,436286,"['Drama', 'Adventure']",USA,https://letterboxd.com//film/cast-away/
Unbreakable,4.5,3.68,0.82,320477,"['Thriller', 'Mystery', 'Drama']",USA,https://letterboxd.com//film/unbreakable/
Spy Kids 2: The Island of Lost Dreams,3.0,2.74,0.26,113112,"['Action', 'Science Fiction', 'Drama', 'Family', 'Adventure', 'Comedy']",USA,https://letterboxd.com//film/spy-kids-2-the-island-of-lost-dreams/
Scary Movie,4.5,3.04,1.46,350212,['Comedy'],USA,https://letterboxd.com//film/scary-movie-2000/
What Lies Beneath,3.5,3.13,0.37,52232,"['Horror', 'Thriller', 'Drama', 'Mystery']",USA,https://letterboxd.com//film/what-lies-beneath/
X-Men,4.0,3.32,0.68,390483,"['Science Fiction', 'Action', 'Adventure']",USA,https://letterboxd.com//film/x-men/
Memento,5.0,4.17,0.83,958806,"['Mystery', 'Thriller']",USA,https://letterboxd.com//film/memento/
The Bourne Identity,4.5,3.72,0.78,276533,"['Drama', 'Action', 'Mystery', 'Thriller']",USA,https://letterboxd.com//film/the-bourne-identity-2002/
Kabhi Khushi Kabhie Gham,3.5,3.78,-0.28,26492,"['Comedy', 'Drama']",India,https://letterboxd.com//film/kabhi-khushi-kabhie-gham/
Home Alone 4,1.5,1.28,0.22,34255,"['Comedy', 'TV Movie', 'Family']",USA,https://letterboxd.com//film/home-alone-4/
Final Destination 2,3.5,2.87,0.63,148770,"['Mystery', 'Horror']",USA,https://letterboxd.com//film/final-destination-2/
Ice Age,4.0,3.51,0.49,539707,"['Comedy', 'Adventure', 'Family', 'Animation']",USA,https://letterboxd.com//film/ice-age/
The Mummy Returns,4.5,2.96,1.54,169692,"['Fantasy', 'Action', 'Adventure']",USA,https://letterboxd.com//film/the-mummy-returns/
Scooby-Doo,3.5,3.25,0.25,365493,"['Comedy', 'Adventure', 'Mystery']",USA,https://letterboxd.com//film/scooby-doo/
Mission: Impossible II,3.0,2.61,0.39,257568,"['Action', 'Thriller', 'Adventure']",USA,https://letterboxd.com//film/mission-impossible-ii/
Shanghai Knights,4.0,2.84,1.16,44291,"['Adventure', 'Action', 'Western', 'Comedy']",Hong Kong,https://letterboxd.com//film/shanghai-knights/
"Crouching Tiger, Hidden Dragon",4.5,4.04,0.46,171320,"['Drama', 'Romance', 'Action', 'Adventure']",China,https://letterboxd.com//film/crouching-tiger-hidden-dragon/
Harry Potter and the Chamber of Secrets,3.5,3.58,-0.08,1065444,"['Fantasy', 'Adventure']",UK,https://letterboxd.com//film/harry-potter-and-the-chamber-of-secrets/
Insomnia,3.5,3.52,-0.02,196586,"['Crime', 'Thriller']",USA,https://letterboxd.com//film/insomnia-2002/
Shanghai Noon,4.5,3.03,1.47,58437,"['Western', 'Comedy', 'Adventure', 'Action']",Hong Kong,https://letterboxd.com//film/shanghai-noon/
Mystic River,4.0,3.83,0.17,244072,"['Thriller', 'Mystery', 'Crime', 'Drama']",USA,https://letterboxd.com//film/mystic-river/
In the Mood for Love,4.5,4.4,0.1,462598,"['Drama', 'Romance']",France,https://letterboxd.com//film/in-the-mood-for-love/
Gladiator,4.5,4.1,0.4,718836,"['Action', 'Adventure', 'Drama']",UK,https://letterboxd.com//film/gladiator-2000/
Scooby-Doo! and the Legend of the Vampire,4.0,3.19,0.81,15345,"['Mystery', 'Family', 'Fantasy', 'Comedy', 'Animation', 'Music']",USA,https://letterboxd.com//film/scooby-doo-and-the-legend-of-the-vampire/
Tom and Jerry: The Magic Ring,4.0,3.05,0.95,5459,"['Comedy', 'Fantasy', 'Animation', 'Family']",USA,https://letterboxd.com//film/tom-and-jerry-the-magic-ring/
Domestic Disturbance,3.5,2.62,0.88,7337,"['Mystery', 'Crime', 'Thriller']",USA,https://letterboxd.com//film/domestic-disturbance/
Murder by Numbers,4.0,2.88,1.12,21168,"['Drama', 'Crime', 'Thriller']",USA,https://letterboxd.com//film/murder-by-numbers/
Changing Lanes,2.5,3.03,-0.53,16423,"['Thriller', 'Action', 'Drama']",USA,https://letterboxd.com//film/changing-lanes/
I Spy,3.5,2.42,1.08,14320,"['Comedy', 'Action', 'Thriller', 'Adventure']",USA,https://letterboxd.com//film/i-spy/
The Others,4.0,3.74,0.26,258968,"['Mystery', 'Thriller', 'Horror']",France,https://letterboxd.com//film/the-others/
Anger Management,3.5,2.79,0.71,94024,['Comedy'],USA,https://letterboxd.com//film/anger-management/
The Replacements,3.0,3.14,-0.14,23355,['Comedy'],USA,https://letterboxd.com//film/the-replacements/
The Glass House,3.5,2.61,0.89,20397,"['Drama', 'Thriller']",USA,https://letterboxd.com//film/the-glass-house/
Scooby-Doo and the Alien Invaders,4.0,3.36,0.64,21926,"['Science Fiction', 'Comedy', 'Animation', 'Family', 'Mystery']",Japan,https://letterboxd.com//film/scooby-doo-and-the-alien-invaders/
Jurassic Park III,3.0,2.74,0.26,241728,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",USA,https://letterboxd.com//film/jurassic-park-iii/
Eight Legged Freaks,3.0,2.56,0.44,33465,"['Horror', 'Thriller', 'Comedy', 'Action']",Australia,https://letterboxd.com//film/eight-legged-freaks/
The Art of War,3.5,2.63,0.87,5394,"['Action', 'Adventure', 'Crime']",Canada,https://letterboxd.com//film/the-art-of-war/
Space Cowboys,3.5,3.04,0.46,26131,"['Thriller', 'Action', 'Adventure']",USA,https://letterboxd.com//film/space-cowboys/
Collateral Damage,3.5,2.56,0.94,16244,"['Drama', 'Thriller', 'Action']",USA,https://letterboxd.com//film/collateral-damage/
Blade II,3.5,3.25,0.25,118749,"['Horror', 'Action', 'Fantasy', 'Thriller']",USA,https://letterboxd.com//film/blade-ii/
Star Wars: Episode II – Attack of the Clones,3.5,2.8,0.7,823391,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/star-wars-episode-ii-attack-of-the-clones/
D-Tox,3.0,2.48,0.52,7615,"['Thriller', 'Crime']",Germany,https://letterboxd.com//film/d-tox/
The Core,3.0,2.45,0.55,35806,"['Action', 'Adventure', 'Thriller', 'Science Fiction']",USA,https://letterboxd.com//film/the-core/
Swordfish,3.5,2.72,0.78,40091,"['Thriller', 'Crime', 'Action']",Australia,https://letterboxd.com//film/swordfish/
Gone in Sixty Seconds,3.5,2.95,0.55,76517,"['Thriller', 'Action', 'Crime']",USA,https://letterboxd.com//film/gone-in-sixty-seconds/
The Sum of All Fears,3.5,2.97,0.53,31543,"['Thriller', 'Action', 'Drama']",Canada,https://letterboxd.com//film/the-sum-of-all-fears/
The Perfect Storm,3.5,3.11,0.39,50243,"['Adventure', 'Action', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/the-perfect-storm/
Minority Report,4.5,3.75,0.75,313018,"['Thriller', 'Science Fiction', 'Action']",USA,https://letterboxd.com//film/minority-report/
Conspiracy,4.0,3.72,0.28,11320,"['History', 'War', 'Drama', 'TV Movie']",UK,https://letterboxd.com//film/conspiracy/
The Gift,3.5,3.15,0.35,31840,"['Mystery', 'Horror', 'Drama', 'Thriller']",USA,https://letterboxd.com//film/the-gift/
Armageddon,3.5,3.06,0.44,168040,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",USA,https://letterboxd.com//film/armageddon/
Kuch Kuch Hota Hai,3.5,3.65,-0.15,20408,"['Romance', 'Drama']",India,https://letterboxd.com//film/kuch-kuch-hota-hai/
The Mummy,4.5,3.51,0.99,350469,"['Fantasy', 'Action', 'Adventure']",USA,https://letterboxd.com//film/the-mummy-1999/
Life Is Beautiful,4.5,4.34,0.16,340421,"['Comedy', 'Drama']",Italy,https://letterboxd.com//film/life-is-beautiful/
The Parent Trap,3.0,3.67,-0.67,463176,"['Family', 'Romance', 'Comedy']",USA,https://letterboxd.com//film/the-parent-trap-1998/
Snake Eyes,4.0,3.35,0.65,51180,"['Crime', 'Mystery', 'Thriller', 'Drama']",Canada,https://letterboxd.com//film/snake-eyes/
Bride of Chucky,3.0,3.1,-0.1,95446,"['Comedy', 'Horror', 'Romance']",USA,https://letterboxd.com//film/bride-of-chucky/
Blade,4.0,3.42,0.58,203336,"['Action', 'Horror']",USA,https://letterboxd.com//film/blade/
True Crime,4.0,3.21,0.79,9909,"['Thriller', 'Mystery', 'Crime', 'Drama']",USA,https://letterboxd.com//film/true-crime-1999/
Godzilla,3.0,2.19,0.81,103334,"['Thriller', 'Action', 'Science Fiction']",Japan,https://letterboxd.com//film/godzilla-1998/
I Still Know What You Did Last Summer,3.0,2.34,0.66,50970,"['Horror', 'Thriller', 'Mystery']",USA,https://letterboxd.com//film/i-still-know-what-you-did-last-summer/
Office Space,3.5,3.73,-0.23,209441,['Comedy'],USA,https://letterboxd.com//film/office-space/
Being John Malkovich,4.0,4.07,-0.07,331628,"['Comedy', 'Fantasy', 'Drama']",USA,https://letterboxd.com//film/being-john-malkovich/
I Know What You Did Last Summer,4.0,2.9,1.1,165921,"['Mystery', 'Horror', 'Thriller']",USA,https://letterboxd.com//film/i-know-what-you-did-last-summer/
Air Force One,3.5,3.19,0.31,85903,"['Thriller', 'Action']",USA,https://letterboxd.com//film/air-force-one/
Home Alone 3,4.0,2.05,1.95,90987,"['Comedy', 'Family']",USA,https://letterboxd.com//film/home-alone-3/
Rush Hour,5.0,3.53,1.47,251727,"['Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/rush-hour/
Good Will Hunting,4.5,4.3,0.2,1147087,['Drama'],USA,https://letterboxd.com//film/good-will-hunting/
Blue Streak,4.0,3.0,1.0,28775,"['Comedy', 'Action', 'Crime']",USA,https://letterboxd.com//film/blue-streak/
Titanic,4.5,3.81,0.69,1405387,"['Drama', 'Romance']",USA,https://letterboxd.com//film/titanic-1997/
Jackie Brown,3.5,3.87,-0.37,356765,"['Crime', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/jackie-brown/
The Negotiator,3.5,3.49,0.01,40806,"['Drama', 'Action', 'Crime', 'Thriller']",Germany,https://letterboxd.com//film/the-negotiator/
The Game,4.5,3.76,0.74,322630,"['Thriller', 'Drama', 'Mystery']",USA,https://letterboxd.com//film/the-game/
Hercules,3.5,3.78,-0.28,436858,"['Animation', 'Adventure', 'Romance', 'Comedy', 'Fantasy', 'Family']",USA,https://letterboxd.com//film/hercules-1997/
American Beauty,4.0,3.96,0.04,707636,['Drama'],USA,https://letterboxd.com//film/american-beauty/
The Big Lebowski,1.0,4.13,-3.13,752520,"['Crime', 'Comedy']",UK,https://letterboxd.com//film/the-big-lebowski/
Perfect Blue,5.0,4.4,0.6,530323,"['Thriller', 'Animation']",Japan,https://letterboxd.com//film/perfect-blue/
"Honey, We Shrunk Ourselves",3.0,2.48,0.52,20462,"['Comedy', 'Family', 'Adventure', 'Science Fiction']",USA,https://letterboxd.com//film/honey-we-shrunk-ourselves/
Anaconda,3.5,2.32,1.18,83773,"['Horror', 'Adventure', 'Thriller']",Brazil,https://letterboxd.com//film/anaconda/
The Fifth Element,3.5,3.74,-0.24,290493,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",France,https://letterboxd.com//film/the-fifth-element/
The Matrix,3.5,4.16,-0.66,1455207,"['Science Fiction', 'Action']",USA,https://letterboxd.com//film/the-matrix/
L.A. Confidential,4.5,4.07,0.43,243597,"['Mystery', 'Crime', 'Thriller']",USA,https://letterboxd.com//film/la-confidential/
Face/Off,4.0,3.52,0.48,188948,"['Crime', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/face-off/
Star Wars: Episode I – The Phantom Menace,3.5,2.87,0.63,892085,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/star-wars-episode-i-the-phantom-menace/
Scream,5.0,4.02,0.98,969777,"['Mystery', 'Crime', 'Horror']",USA,https://letterboxd.com//film/scream/
Toy Story 2,4.0,3.93,0.07,817498,"['Family', 'Animation', 'Comedy']",USA,https://letterboxd.com//film/toy-story-2/
American Psycho,5.0,3.86,1.14,1765330,"['Crime', 'Thriller', 'Horror', 'Drama']",Canada,https://letterboxd.com//film/american-psycho/
Beverly Hills Ninja,3.5,2.59,0.91,23135,"['Action', 'Comedy']",USA,https://letterboxd.com//film/beverly-hills-ninja/
The Sixth Sense,4.5,4.02,0.48,612116,"['Thriller', 'Mystery', 'Horror', 'Drama']",USA,https://letterboxd.com//film/the-sixth-sense/
Mr. Nice Guy,3.5,3.22,0.28,11159,"['Crime', 'Action', 'Comedy']",Hong Kong,https://letterboxd.com//film/mr-nice-guy/
Scream 3,3.5,2.81,0.69,307775,"['Mystery', 'Horror']",USA,https://letterboxd.com//film/scream-3/
Romeo + Juliet,3.0,3.39,-0.39,367818,"['Romance', 'Drama']",Australia,https://letterboxd.com//film/romeo-juliet-1996/
Double Jeopardy,3.5,3.1,0.4,37826,"['Drama', 'Mystery', 'Thriller']",Germany,https://letterboxd.com//film/double-jeopardy-1999/
Dante's Peak,3.0,2.86,0.14,37991,"['Thriller', 'Drama', 'Action', 'Adventure']",USA,https://letterboxd.com//film/dantes-peak/
Con Air,4.0,3.4,0.6,130948,"['Action', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/con-air/
The Bone Collector,4.0,3.15,0.85,65706,"['Thriller', 'Mystery', 'Crime', 'Drama']",USA,https://letterboxd.com//film/the-bone-collector/
The Iron Giant,4.5,4.24,0.26,377772,"['Science Fiction', 'Animation', 'Family', 'Adventure']",USA,https://letterboxd.com//film/the-iron-giant/
Fight Club,4.5,4.27,0.23,2477089,['Drama'],Germany,https://letterboxd.com//film/fight-club/
The Ninth Gate,3.0,3.07,-0.07,71477,"['Horror', 'Thriller', 'Mystery']",Spain,https://letterboxd.com//film/the-ninth-gate/
Evidence of Blood,3.5,3.24,0.26,225,"['TV Movie', 'Thriller', 'Drama', 'Mystery']",USA,https://letterboxd.com//film/evidence-of-blood/
Scooby-Doo! and the Witch's Ghost,4.0,3.65,0.35,28804,"['Animation', 'Mystery', 'Comedy', 'Family', 'Fantasy']",Japan,https://letterboxd.com//film/scooby-doo-and-the-witchs-ghost/
Final Destination,4.5,3.14,1.36,267960,['Horror'],USA,https://letterboxd.com//film/final-destination/
Train of Life,3.5,3.79,-0.29,2609,"['Comedy', 'War', 'Drama']",Belgium,https://letterboxd.com//film/train-of-life/
Scooby-Doo on Zombie Island,4.0,3.8,0.2,61318,"['Mystery', 'Animation', 'Family', 'Horror']",USA,https://letterboxd.com//film/scooby-doo-on-zombie-island/
The Waterboy,3.0,2.83,0.17,108372,['Comedy'],USA,https://letterboxd.com//film/the-waterboy/
A Murder of Crows,3.5,2.81,0.69,1694,"['Thriller', 'Crime', 'Action']",USA,https://letterboxd.com//film/a-murder-of-crows/
Murder at 1600,3.5,2.86,0.64,6895,"['Thriller', 'Drama', 'Action', 'Mystery', 'Crime']",USA,https://letterboxd.com//film/murder-at-1600/
Blast from the Past,3.0,3.24,-0.24,33749,"['Comedy', 'Drama', 'Romance']",USA,https://letterboxd.com//film/blast-from-the-past/
A Bug's Life,3.5,3.44,0.06,431561,"['Comedy', 'Animation', 'Adventure', 'Family']",USA,https://letterboxd.com//film/a-bugs-life/
Scream 2,4.0,3.26,0.74,392414,"['Horror', 'Mystery']",USA,https://letterboxd.com//film/scream-2/
Money Talks,3.5,2.91,0.59,7670,"['Comedy', 'Action', 'Crime']",USA,https://letterboxd.com//film/money-talks/
Absolute Power,3.5,3.24,0.26,18578,"['Crime', 'Action', 'Drama']",USA,https://letterboxd.com//film/absolute-power/
The Truman Show,4.5,4.21,0.29,1959829,"['Comedy', 'Drama']",USA,https://letterboxd.com//film/the-truman-show/
Lake Placid,3.0,2.74,0.26,34685,"['Horror', 'Science Fiction', 'Thriller', 'Comedy', 'Action']",USA,https://letterboxd.com//film/lake-placid/
U.S. Marshals,4.0,3.08,0.92,29570,"['Crime', 'Action', 'Thriller']",USA,https://letterboxd.com//film/us-marshals/
Deep Blue Sea,3.5,2.81,0.69,76723,"['Horror', 'Action', 'Science Fiction']",Australia,https://letterboxd.com//film/deep-blue-sea/
Conspiracy Theory,3.5,3.12,0.38,24077,"['Mystery', 'Thriller', 'Drama', 'Action']",USA,https://letterboxd.com//film/conspiracy-theory/
Deep Impact,3.0,2.9,0.1,61974,"['Action', 'Science Fiction', 'Drama']",USA,https://letterboxd.com//film/deep-impact/
Jingle All the Way,3.0,2.86,0.14,128826,"['Adventure', 'Comedy', 'Family']",USA,https://letterboxd.com//film/jingle-all-the-way/
Space Jam,3.0,3.24,-0.24,300302,"['Family', 'Comedy', 'Animation', 'Science Fiction']",USA,https://letterboxd.com//film/space-jam/
The Lost World: Jurassic Park,3.5,3.08,0.42,317585,"['Science Fiction', 'Action', 'Adventure']",USA,https://letterboxd.com//film/the-lost-world-jurassic-park/
Independence Day,4.0,3.31,0.69,267081,"['Adventure', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/independence-day/
Mrs. Doubtfire,4.0,3.61,0.39,260713,"['Comedy', 'Family', 'Drama']",USA,https://letterboxd.com//film/mrs-doubtfire/
Speed,4.0,3.66,0.34,242343,"['Adventure', 'Action', 'Crime']",USA,https://letterboxd.com//film/speed/
Jumanji,3.5,3.6,-0.1,430236,"['Fantasy', 'Family', 'Adventure']",USA,https://letterboxd.com//film/jumanji/
The Rock,4.0,3.54,0.46,114183,"['Thriller', 'Adventure', 'Action']",USA,https://letterboxd.com//film/the-rock/
The Arrival,3.0,2.86,0.14,10029,"['Science Fiction', 'Thriller']",Mexico,https://letterboxd.com//film/the-arrival/
Look to the Sky,3.0,3.32,-0.32,313,"['Drama', 'History']",France,https://letterboxd.com//film/look-to-the-sky-1993/
Cliffhanger,3.5,3.19,0.31,45455,"['Thriller', 'Adventure', 'Action']",France,https://letterboxd.com//film/cliffhanger/
Primal Fear,4.0,3.87,0.13,183282,"['Drama', 'Crime', 'Thriller', 'Mystery']",USA,https://letterboxd.com//film/primal-fear/
True Lies,4.0,3.58,0.42,118445,"['Thriller', 'Action']",USA,https://letterboxd.com//film/true-lies/
Jurassic Park,5.0,4.11,0.89,1113563,"['Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/jurassic-park/
Money Train,3.0,2.77,0.23,10881,"['Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/money-train/
Demolition Man,4.0,3.31,0.69,80256,"['Action', 'Science Fiction', 'Crime']",USA,https://letterboxd.com//film/demolition-man/
Forrest Gump,4.0,4.12,-0.12,1753789,"['Drama', 'Comedy', 'Romance']",USA,https://letterboxd.com//film/forrest-gump/
Under Siege,3.5,3.05,0.45,34558,"['Action', 'Thriller']",France,https://letterboxd.com//film/under-siege/
Hard Target,3.0,3.3,-0.3,30118,"['Crime', 'Thriller', 'Action', 'Adventure']",USA,https://letterboxd.com//film/hard-target/
The Client,3.5,3.23,0.27,25434,"['Drama', 'Thriller', 'Mystery', 'Crime']",USA,https://letterboxd.com//film/the-client/
Passenger 57,3.5,2.91,0.59,15444,"['Adventure', 'Thriller', 'Action']",USA,https://letterboxd.com//film/passenger-57/
Pulp Fiction,4.5,4.27,0.23,2124914,"['Crime', 'Thriller']",USA,https://letterboxd.com//film/pulp-fiction/
Happy Gilmore,3.0,3.36,-0.36,216195,['Comedy'],USA,https://letterboxd.com//film/happy-gilmore/
Aladdin,3.5,3.88,-0.38,545757,"['Adventure', 'Romance', 'Family', 'Fantasy', 'Animation']",USA,https://letterboxd.com//film/aladdin/
Lethal Weapon 3,3.5,3.18,0.32,51221,"['Thriller', 'Adventure', 'Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/lethal-weapon-3/
Toy Story,4.5,4.13,0.37,1221462,"['Comedy', 'Animation', 'Family', 'Adventure']",USA,https://letterboxd.com//film/toy-story/
Timecop,3.5,2.86,0.64,26841,"['Thriller', 'Crime', 'Science Fiction', 'Action']",USA,https://letterboxd.com//film/timecop/
White Men Can't Jump,3.5,3.5,0.0,69948,"['Comedy', 'Drama']",USA,https://letterboxd.com//film/white-men-cant-jump/
Home Alone 2: Lost in New York,3.5,3.46,0.04,500590,"['Comedy', 'Family', 'Adventure']",USA,https://letterboxd.com//film/home-alone-2-lost-in-new-york/
"Honey, I Blew Up the Kid",3.0,2.49,0.51,29284,"['Adventure', 'Family', 'Comedy', 'Science Fiction']",USA,https://letterboxd.com//film/honey-i-blew-up-the-kid/
Mission: Impossible,4.5,3.59,0.91,397655,"['Action', 'Thriller', 'Adventure']",USA,https://letterboxd.com//film/mission-impossible/
Se7en,5.0,4.32,0.68,1552226,"['Crime', 'Mystery', 'Thriller']",USA,https://letterboxd.com//film/se7en/
Apollo 13,4.5,3.79,0.71,160963,"['History', 'Drama']",USA,https://letterboxd.com//film/apollo-13/
Double Impact,3.0,2.78,0.22,14714,"['Crime', 'Action', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/double-impact/
Under Siege 2: Dark Territory,3.0,2.62,0.38,14800,"['Action', 'Thriller']",USA,https://letterboxd.com//film/under-siege-2-dark-territory/
The Mask,3.5,3.32,0.18,417944,"['Fantasy', 'Romance', 'Crime', 'Comedy']",USA,https://letterboxd.com//film/the-mask-1994/
Bad Boys,4.0,3.21,0.79,155296,"['Comedy', 'Action', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/bad-boys-1995/
Twister,3.5,3.17,0.33,117840,"['Drama', 'Adventure', 'Action']",USA,https://letterboxd.com//film/twister/
Rumble in the Bronx,4.0,3.46,0.54,31727,"['Thriller', 'Comedy', 'Action', 'Crime']",Hong Kong,https://letterboxd.com//film/rumble-in-the-bronx/
Terminator 2: Judgment Day,5.0,4.28,0.72,523756,"['Thriller', 'Action', 'Science Fiction']",France,https://letterboxd.com//film/terminator-2-judgment-day/
Twin Dragons,3.5,3.17,0.33,5837,"['Comedy', 'Action']",Hong Kong,https://letterboxd.com//film/twin-dragons/
Fargo,4.5,4.21,0.29,724842,"['Crime', 'Drama', 'Thriller', 'Comedy']",UK,https://letterboxd.com//film/fargo/
Stargate,3.5,3.17,0.33,55992,"['Action', 'Adventure', 'Science Fiction']",France,https://letterboxd.com//film/stargate/
The Shawshank Redemption,5.0,4.55,0.45,1288931,"['Crime', 'Drama']",USA,https://letterboxd.com//film/the-shawshank-redemption/
Dumb and Dumber,3.5,3.33,0.17,257561,['Comedy'],USA,https://letterboxd.com//film/dumb-and-dumber/
Child's Play 3,2.5,2.52,-0.02,69085,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/childs-play-3/
Beauty and the Beast,3.0,3.88,-0.88,458417,"['Romance', 'Fantasy', 'Family', 'Animation']",USA,https://letterboxd.com//film/beauty-and-the-beast-1991/
The Usual Suspects,4.0,4.06,-0.06,443029,"['Drama', 'Crime', 'Thriller']",USA,https://letterboxd.com//film/the-usual-suspects/
Cape Fear,4.0,3.7,0.3,199056,"['Crime', 'Thriller']",USA,https://letterboxd.com//film/cape-fear-1991/
Die Hard: With a Vengeance,4.5,3.68,0.82,147105,"['Action', 'Thriller']",USA,https://letterboxd.com//film/die-hard-with-a-vengeance/
Reservoir Dogs,3.0,4.15,-1.15,920009,"['Crime', 'Thriller']",USA,https://letterboxd.com//film/reservoir-dogs/
Hudson Hawk,3.0,2.79,0.21,21338,"['Comedy', 'Action', 'Adventure']",USA,https://letterboxd.com//film/hudson-hawk/
Heat,4.5,4.27,0.23,513077,"['Crime', 'Action', 'Drama']",USA,https://letterboxd.com//film/heat-1995/
Operation Condor,4.0,3.49,0.51,10246,"['Thriller', 'Adventure', 'Crime', 'Action']",Hong Kong,https://letterboxd.com//film/operation-condor/
The Silence of the Lambs,3.5,4.33,-0.83,1419240,"['Horror', 'Crime', 'Thriller', 'Drama']",USA,https://letterboxd.com//film/the-silence-of-the-lambs/
The Lion King,4.5,4.21,0.29,1061999,"['Animation', 'Family', 'Drama']",USA,https://letterboxd.com//film/the-lion-king/
Karan Arjun,3.0,3.01,-0.01,2944,"['Thriller', 'Action']",India,https://letterboxd.com//film/karan-arjun/
Andaz Apna Apna,4.0,3.59,0.41,5058,"['Romance', 'Family', 'Comedy']",India,https://letterboxd.com//film/andaz-apna-apna/
Tremors II: Aftershocks,3.5,2.9,0.6,19681,"['Comedy', 'Horror', 'Science Fiction', 'Thriller', 'Action']",USA,https://letterboxd.com//film/tremors-ii-aftershocks/
The Nightmare Before Christmas,4.0,3.95,0.05,865527,"['Family', 'Animation', 'Fantasy']",USA,https://letterboxd.com//film/the-nightmare-before-christmas/
Just Cause,3.5,2.94,0.56,7858,"['Thriller', 'Drama', 'Mystery', 'Action']",USA,https://letterboxd.com//film/just-cause/
Candyman,3.5,3.64,-0.14,172357,"['Thriller', 'Horror', 'Drama']",USA,https://letterboxd.com//film/candyman/
In the Line of Fire,4.0,3.49,0.51,43024,"['Drama', 'Crime', 'Thriller', 'Action', 'Mystery']",USA,https://letterboxd.com//film/in-the-line-of-fire/
Assassins,3.5,2.87,0.63,18565,"['Thriller', 'Adventure', 'Crime', 'Action']",France,https://letterboxd.com//film/assassins/
Executive Decision,3.0,3.12,-0.12,19886,"['Action', 'Drama', 'Thriller', 'Adventure']",USA,https://letterboxd.com//film/executive-decision/
Police Story 4: First Strike,4.0,3.26,0.74,11386,"['Drama', 'Adventure', 'Crime', 'Thriller', 'Comedy', 'Action']",Hong Kong,https://letterboxd.com//film/police-story-4-first-strike/
Dennis the Menace,3.5,2.6,0.9,34248,"['Family', 'Comedy']",USA,https://letterboxd.com//film/dennis-the-menace/
Copycat,3.5,3.24,0.26,26576,"['Mystery', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/copycat/
Rising Sun,3.5,2.89,0.61,11248,"['Drama', 'Thriller', 'Action']",USA,https://letterboxd.com//film/rising-sun/
Point Break,2.5,3.73,-1.23,199916,"['Thriller', 'Crime', 'Action']",Japan,https://letterboxd.com//film/point-break/
Stop! Or My Mom Will Shoot,3.0,2.08,0.92,14657,"['Action', 'Comedy']",USA,https://letterboxd.com//film/stop-or-my-mom-will-shoot/
Eraser,4.0,2.87,1.13,29014,"['Mystery', 'Action', 'Thriller', 'Drama']",Canada,https://letterboxd.com//film/eraser/
The Fugitive,4.0,3.89,0.11,161002,"['Drama', 'Action', 'Thriller']",USA,https://letterboxd.com//film/the-fugitive-1993/
Kiki's Delivery Service,4.0,4.13,-0.13,557720,"['Family', 'Fantasy', 'Animation']",Japan,https://letterboxd.com//film/kikis-delivery-service/
Twins,2.5,2.97,-0.47,65144,['Comedy'],USA,https://letterboxd.com//film/twins/
Wings of Desire,3.0,4.3,-1.3,101120,"['Drama', 'Romance', 'Fantasy']",France,https://letterboxd.com//film/wings-of-desire/
Die Hard,4.5,4.07,0.43,635624,"['Thriller', 'Action']",USA,https://letterboxd.com//film/die-hard/
Predator,4.0,3.79,0.21,314545,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",Mexico,https://letterboxd.com//film/predator/
Back to the Future Part II,4.0,3.86,0.14,564593,"['Comedy', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/back-to-the-future-part-ii/
Dirty Dancing,2.0,3.64,-1.64,364816,"['Drama', 'Romance', 'Music']",USA,https://letterboxd.com//film/dirty-dancing/
